owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,transaction_obligated_amount,gross_outlay_amount_FYB_to_period_end,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,award_unique_key,award_id_piid,parent_award_id_piid,award_id_fain,award_id_uri,award_base_action_date,award_base_action_date_fiscal_year,award_latest_action_date,award_latest_action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,ordering_period_end_date,award_type_code,award_type,idv_type_code,idv_type,prime_award_base_transaction_description,awarding_agency_code,awarding_agency_name,awarding_subagency_code,awarding_subagency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country,recipient_state,recipient_county,recipient_city,prime_award_summary_recipient_cd_original,prime_award_summary_recipient_cd_current,recipient_zip_code,primary_place_of_performance_country,primary_place_of_performance_state,primary_place_of_performance_county,prime_award_summary_place_of_performance_cd_original,prime_award_summary_place_of_performance_cd_current,primary_place_of_performance_zip_code,cfda_number,cfda_title,product_or_service_code,product_or_service_code_description,naics_code,naics_description,national_interest_action_code,national_interest_action,usaspending_permalink,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,117999.22,,,,,1,EPS51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,10466.56,,,,,10,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,47087.56,,,,,10,EPW17003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,227.86,,,,,107,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,413.86,,,,,109,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,767.59,,,,,118,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,791.47,,,,,123,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,1722.10,,,,,134,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,1179.16,,,,,17,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,58000.00,,,,,2,EPS51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,-675.55,,,,,3,EPS71302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,3729.53,,,,,41,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,11000.00,,,,,5,EPS51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,458.61,,,,,58,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,-2013.86,,,,,68HE0320F0014,EPS31702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,531.25,,,,,68HE0423P0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,16494.66,,,,,91,EPS81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,-0.01,,,,,EPS315020001,EPS31502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,-0.01,,,,,EPS508022,EPS50802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,-0.01,,,,,EPS607010162,EPS60701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,25.2,Other services from non-Federal sources,D,Q,,0.03,,,,,EPW060421,EPW06042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,31.0,Equipment,D,Q,,404.76,,,,,68HE0423F0058,47QTCA22D003G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,7500.00,,,,,2339Z3R010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,2500.00,,,,,2339Z3R013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,42.0,Insurance claims and indemnities,D,Q,,10000.00,,,,,2339Z3R014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.1,Advisory and assistance services,D,Q,,392.86,,,,,T232631P007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,200000.00,,,,,14,EPW14001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,-48852.17,,,,,2,EPS11701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,38000.00,,,,,3,EPS51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,-8599.29,,,,,4,EPW11025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,-6.94,,,,,51,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,81.94,,,,,68HE0423P0037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,1404.00,,,,,68HE0723P0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,-293.47,,,,,EP146000029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,0.01,,,,,EPBPA12W0003EPB13S00005,EPBPA12W0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,0.02,,,,,EPW170110031,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,26.0,Supplies and materials,D,Q,,53.94,,,,,2310HSR010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,26.0,Supplies and materials,D,Q,,51.99,,,,,2310HSR011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,31.0,Equipment,D,Q,,62.43,,,,,68HE0423F0058,47QTCA22D003G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C7,SUPERFUND: ENFORCEMENT,31.0,Equipment,D,Q,,-481.31,,,,,EPG17600249,GS23F0356P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C8,SUPERFUND:  EPA EMERGENCY PREPAREDNESS,25.2,Other services from non-Federal sources,D,Q,,61060.00,,,,,6,EPW17003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00C9,SUPERFUND:  FEDERAL FACILITIES,25.7,Operation and maintenance of equipment,D,Q,,8380.77,,,,,68HE0723P0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.1,Advisory and assistance services,D,Q,,4680.00,,,,,68HE0722P0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.1,Advisory and assistance services,D,Q,,3537.00,,,,,T2372CC0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-10423.36,,,,,1,EPS11701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,117999.22,,,,,1,EPS51701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,152000.00,,,,,1,EPS51702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,100000.00,,,,,1,EPS51702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,-753456.88,,,,,1,EPW13016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P06,068-8145,"Hazardous Substance Superfund, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00D2,SUPERFUND:  REMEDIAL,25.2,Other services from non-Federal sources,D,Q,,30000.00,,,,,12,EPW14001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-15
