owning_agency_name,reporting_agency_name,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,23.1,Rental payments to GSA,D,Q,,0.00,-31509.36,-31509.36,-31509.36,-31509.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,23.1,Rental payments to GSA,R,Q,,0.00,31509.36,31509.36,31509.36,31509.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,0.00,-13810.80,-13810.80,-13810.80,-13810.80,0.00,-323.46,-323.46,-323.46,-323.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,23.3,"Communications, utilities, and miscellaneous charges",R,Q,,0.00,-372.94,-372.94,-372.94,-372.94,0.00,-58.63,-58.63,-58.63,-58.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,24.0,Printing and reproduction,D,Q,,0.00,-211.26,-211.26,-211.26,-211.26,0.00,-14.30,-14.30,-14.30,-14.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,24.0,Printing and reproduction,R,Q,,0.00,10.29,10.29,10.29,10.29,0.00,-10.29,-10.29,-10.29,-10.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.1,Advisory and assistance services,D,Q,,0.00,36000.73,36000.73,36000.73,36000.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272257.35,272257.35,272257.35,272257.35,272257.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.1,Advisory and assistance services,R,Q,,0.00,-252440.75,-252440.75,-252440.75,-252440.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.2,Other services from non-Federal sources,D,Q,,0.00,-1799419.48,-1799419.48,-1799419.48,-1799419.48,0.00,-34928.91,-34928.91,-34928.91,-34928.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.2,Other services from non-Federal sources,R,Q,,0.00,-214466.54,-214466.54,-214466.54,-214466.54,0.00,-63118.04,-63118.04,-63118.04,-63118.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.3,Other goods and services from Federal sources,D,Q,,0.00,-249.94,-249.94,-249.94,-249.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-202717.93,-202717.93,-202717.93,-202717.93,-202717.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.3,Other goods and services from Federal sources,R,Q,,0.00,195051.62,195051.62,195051.62,195051.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.4,Operation and maintenance of facilities,D,Q,,0.00,9196.09,9196.09,9196.09,9196.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.5,Research and development contracts,D,Q,,0.00,-198976.82,-198976.82,-198976.82,-198976.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.5,Research and development contracts,R,Q,,0.00,-24551.52,-24551.52,-24551.52,-24551.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,25.7,Operation and maintenance of equipment,D,Q,,0.00,85954.23,85954.23,85954.23,85954.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,26.0,Supplies and materials,D,Q,,0.00,-46513.17,-46513.17,-46513.17,-46513.17,0.00,-4698.23,-4698.23,-4698.23,-4698.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,26.0,Supplies and materials,R,Q,,0.00,42005.55,42005.55,42005.55,42005.55,0.00,-456.83,-456.83,-456.83,-456.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,31.0,Equipment,D,Q,,0.00,3530.76,3530.76,3530.76,3530.76,0.00,-5809.19,-5809.19,-5809.19,-5809.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,31.0,Equipment,R,Q,,0.00,1949.60,1949.60,1949.60,1949.60,0.00,6.18,6.18,6.18,6.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,32.0,Land and structures,D,Q,,0.00,-12649.39,-12649.39,-12649.39,-12649.39,0.00,12649.39,12649.39,12649.39,12649.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,41.0,"Grants, subsidies, and contributions",D,C,Bipartisan Budget Act of 2018,0.00,5739361.17,5739361.17,5739361.17,5739361.17,0.00,49294.25,49294.25,49294.25,49294.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,41.0,"Grants, subsidies, and contributions",D,E,"Additional Supplemental Appropriations for Disaster Relief Act, 2019",0.00,1402986.14,1402986.14,1402986.14,1402986.14,0.00,5013.86,5013.86,5013.86,5013.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,41.0,"Grants, subsidies, and contributions",D,Q,,0.00,-76768574.07,-76768574.07,-76768574.07,-76768574.07,0.00,-5039229.56,-5039229.56,-5039229.56,-5039229.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0000,UNKNOWN,41.0,"Grants, subsidies, and contributions",R,Q,,0.00,29955161.34,29955161.34,29955161.34,29955161.34,0.00,-169965.74,-169965.74,-169965.74,-169965.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,11.1,Full-time permanent,D,Q,,299010.54,0.00,0.00,0.00,0.00,0.00,916.53,916.53,916.53,8148.78,0.00,306242.79,0.00,0.00,0.00,0.00,0.00,0.00,306242.79,0.00,306242.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,11.3,Other than full-time permanent,D,Q,,8408.57,0.00,0.00,0.00,0.00,0.00,-47.74,-47.74,-47.74,121.86,0.00,8578.17,0.00,0.00,0.00,0.00,0.00,0.00,8578.17,0.00,8578.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,11.5,Other personnel compensation,D,Q,,1515.13,0.00,0.00,0.00,0.00,0.00,12.25,12.25,12.25,0.00,0.00,1502.88,0.00,0.00,0.00,0.00,0.00,0.00,1502.88,0.00,1502.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,11.8,Special personal services payments,D,Q,,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,12.1,Civilian personnel benefits,D,Q,,114197.12,0.00,0.00,0.00,0.00,0.00,694.39,694.39,694.39,3496.31,0.00,116999.04,0.00,0.00,0.00,0.00,0.00,0.00,116999.04,0.00,116999.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,25.1,Advisory and assistance services,D,Q,,21488.29,-20607.35,-21319.91,-21516.51,-21319.91,909.16,0.00,0.00,0.00,0.00,0.00,20775.73,-15816.47,-1095.10,-1095.10,-1095.10,-15816.47,0.00,6054.36,0.00,6054.36,0.00,0.00,0.00,-3576.74,-3576.74,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,25.2,Other services from non-Federal sources,D,Q,,0.00,-8379.97,-8719.03,-8379.97,-8719.03,0.00,-4737.44,-4737.44,-4737.44,-4398.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,25.7,Operation and maintenance of equipment,D,Q,,0.00,-1000.00,-1000.00,-1000.00,-1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,32.0,Land and structures,D,Q,,0.00,357.32,-62.61,357.32,-62.61,0.00,-357.32,-357.32,-357.32,62.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0044,CIVIL ENFORCEMENT,41.0,"Grants, subsidies, and contributions",D,Q,,0.00,-44217.18,-44433.44,-44217.18,-44433.44,0.00,773.62,773.62,773.62,989.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,11.1,Full-time permanent,D,Q,,3205767.02,3.18,3.18,3.18,3.18,0.00,-14785.70,-14785.70,-14785.70,88672.61,0.00,3309225.33,0.00,0.00,0.00,0.00,0.00,0.00,3309225.33,0.00,3309225.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,11.3,Other than full-time permanent,D,Q,,125802.65,0.00,0.00,0.00,0.00,0.00,-247.18,-247.18,-247.18,1573.20,0.00,127623.03,0.00,0.00,0.00,0.00,0.00,0.00,127623.03,0.00,127623.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,11.5,Other personnel compensation,D,Q,,2929.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2929.02,0.00,0.00,0.00,0.00,0.00,0.00,2929.02,0.00,2929.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,11.8,Special personal services payments,D,Q,,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,12.1,Civilian personnel benefits,D,Q,,1261508.00,0.00,0.00,0.00,0.00,0.00,-782.12,-782.12,-782.12,38584.74,0.00,1300874.86,0.00,0.00,0.00,0.00,0.00,0.00,1300874.86,0.00,1300874.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,21.0,Travel and transportation of persons,D,Q,,183507.99,22402.56,-28693.85,20775.30,-28693.85,1627.26,6232.88,6232.88,6183.88,57352.70,49.00,183531.40,0.00,0.00,0.00,0.00,0.00,0.00,183531.40,0.00,183531.40,0.00,0.00,0.00,-9656.90,-9043.60,0.00,0.00,-613.30,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,23.2,Rental payments to others,D,Q,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,25.1,Advisory and assistance services,D,Q,,445171.26,103696.29,80888.52,97077.07,80888.52,6619.22,0.00,0.00,0.00,0.00,0.00,422363.49,-226061.71,-98266.51,-98266.51,-98266.51,-226061.71,0.00,294568.29,0.00,294568.29,0.00,0.00,0.00,-152413.05,-152413.05,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,25.2,Other services from non-Federal sources,D,Q,,562387.24,-189439.37,-22163.99,-189439.37,-22163.99,0.00,-114543.07,-114543.07,-114543.07,-236319.71,0.00,607885.98,0.00,0.00,0.00,0.00,0.00,0.00,607885.98,0.00,607885.98,0.00,0.00,0.00,-60332.28,-60332.28,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-8153,"Leaking Underground Storage Tank Trust Fund, Environmental Protection Agency",0086,LUST / UST,25.3,Other goods and services from Federal sources,D,Q,,31800.00,-58026.68,94637.49,-58026.68,94637.49,0.00,0.00,0.00,0.00,0.00,0.00,184464.17,0.00,0.00,0.00,0.00,0.00,0.00,184464.17,0.00,184464.17,0.00,0.00,0.00,-57345.64,-57345.64,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
