"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Year","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report URL"
"54812JRMFD34N7T","JENNIE-O-TURKEY STORE BARRON (HORMEL FOODS CORP)","34 N 7TH ST, BARRON,WI 54812","Ammonia","311615: Poultry Processing","2016","0","11,732.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-15-24%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=54812JRMFD34N7T&ChemicalId=0007664417&ReportingYear=2016&DocCtrlNum=1316215260187&Opt=0"
"51501BPNCX27002","TYSON FRESH MEATS INC. (TYSON FOODS INC)","2700 23RD AVE, COUNCIL BLUFFS,IA 51501","Ammonia","311612: Meat Processed from Carcasses","2020","0","11,323.20","","Source Reduction: Source Reduction  - Tyson Has been working on reducing Waste and Electricity.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=51501BPNCX27002&ChemicalId=0007664417&ReportingYear=2020&DocCtrlNum=1320218757692&Opt=0"
"55350HRCLS35ADA","MINNESOTA SPECIALTY YEAST LLC (LALLEMAND INC)","35 ADAMS ST NE, HUTCHINSON,MN 55350","Nitric acid","311999: All Other Miscellaneous Food Manufacturing","2019","0","10,829.77","","Source Reduction: MSY works with our chemical company representatives to identify and try alternative chemicals when they become available.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=55350HRCLS35ADA&ChemicalId=0007697372&ReportingYear=2019&DocCtrlNum=1319217607276&Opt=0"
"76705PLGRM2500E","PILGRIM'S PRIDE CORP WACO PROCESSING PLANT (JBS USA HOLDINGS INC)","2500 E LAKESHORE DR, WACO,TX 76705","Ammonia","311615: Poultry Processing","2017","0","10,620.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures - Made repairs to existing equipment and replaced obsolete or worn out components","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=76705PLGRM2500E&ChemicalId=0007664417&ReportingYear=2017&DocCtrlNum=1317215983141&Opt=0"
"37714PWLLVELKIN","GEORGE'S PREPARED FOODS (GEORGE'S INC)","241 ELKINS RD, CARYVILLE,TN 37714","Ammonia","311612: Meat Processed from Carcasses","2014","0","10,611.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources - Further implementation of facility's OSHA PSM & EPA RMP programs for ammonia refrigeration systems. Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Further implementation of OSHA process safety management & EPA risk management plan program has resulted in purchasing less anhydrous ammonia.  Current rate of purchasing anhydrous ammonia is approximately every 4 years.Methods to Identify SR Opportunities: T06 : EMPLOYEE RECOMMENDATION (UNDER A FORMAL COMPANY PROGRAM) - Feedback from key employee operators and company consultants has provided methods for monitoring & correcting any potential sources of leaks.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=37714PWLLVELKIN&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212930616&Opt=0"
"32808FRTLY2800S","FRITO LAY INC (PEPSICO INC)","2800 SILVER STAR RD, ORLANDO,FL 32808","Nitric acid","311919: Other Snack Food Manufacturing","2019","0","10,453.00","","Source Reduction: W66: Modified or installed rinse systems[-25-49%] - Installed new Cleaning in Place (CIP) equipment Methods to Identify SR Opportunities: T06 : EMPLOYEE RECOMMENDATION (UNDER A FORMAL COMPANY PROGRAM) - Prepare only what is necessary as per demand","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=32808FRTLY2800S&ChemicalId=0007697372&ReportingYear=2019&DocCtrlNum=1319217795184&Opt=0"
"28376HSFRF1ECEN","BUTTERBALL LLC (BUTTERBALL LLC)","1000 E CENTRAL AVE, RAEFORD,NC 28376","Ammonia","311615: Poultry Processing","2019","0","10,007.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-0-4%] - Maintaining recommended maintenance scheduling.  Updating operative procedures. Methods to Identify SR Opportunities: T11 : OTHER - Continuous training.Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Management team being involved in recommendations and scheduling","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=28376HSFRF1ECEN&ChemicalId=0007664417&ReportingYear=2019&DocCtrlNum=1319218467583&Opt=0"
"51031WLLSD11911","WELLS ENTERPRISES INC SOUTH ICE CREAM PLANT (WELLS ENTERPRISES INC)","1191 18TH ST SW, LE MARS,IA 51031","Ammonia","311520: Ice Cream and Frozen Dessert Manufacturing","2016","0","10,002.00","","Source Reduction: Source Reduction  - Improvements to cleaning processes would allow us to see a reduction in cleaning chemical usage. Process improvement opportunities are being examined.Other Environmental Practices: Recycling  - Paper, plastic, and metal materials are recycled as well as batteries, bulbs, and electronic equipment. Hazardous wastes such as used oil and aerosol liquids are also recycled properly.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=51031WLLSD11911&ChemicalId=0007664417&ReportingYear=2016&DocCtrlNum=1316215096898&Opt=0"
"31742CRGLL1781I","TYSON FARMS INC (TYSON FOODS INC)","514 INDUSTRIAL PARK BLVD, DAWSON,GA 39842","Ammonia","311615: Poultry Processing","2013","0","10,000.00","","Source Reduction: W39: Other spill or leak prevention - Repair ammonia piping and valves Methods to Identify SR Opportunities: T11 : OTHER - replace valves, tighten and replace valve packing, torque nuts to proper specifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=31742CRGLL1781I&ChemicalId=0007664417&ReportingYear=2013&DocCtrlNum=1313211180777&Opt=0"
"56201JNNFD2505W","JENNIE-O TURKEY STORE WILLMAR (HORMEL FOODS CORP)","2505 WILLMAR AVE SW, WILLMAR,MN 56201","Ammonia","311615: Poultry Processing","2014","0","9,959.60","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-15-24%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56201JNNFD2505W&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212829271&Opt=0"
"75212QLTYS1925L","QUALITY SAUSAGE CO (NA)","1925 LONE STAR DR, DALLAS,TX 75212","Ammonia","311612: Meat Processed from Carcasses","2021","0","8,550.00","","Source Reduction: S44: Other improvements to operating practices and training[-0-4%] Methods to Identify SR Opportunities: T11 : OTHER - Improvements in refrigeration management and operations","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=75212QLTYS1925L&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321219664758&Opt=0"
"33567SPRBR3304S","SAPUTO CHEESE USA INC (SAPUTO INC)","3304 SYDNEY RD, PLANT CITY,FL 33566","Nitric acid","311511: Fluid Milk Manufacturing","2021","0","7,957.00","","Source Reduction: S11: Reformulated or developed new product line - Installed new production lines  Source Reduction: Installed new production lines","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=33567SPRBR3304S&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219683810&Opt=0"
"1803WCNSPR151BU","OCEAN SPRAY CRANBERRIES INC/LEHIGH VALLEY (OCEAN SPRAY CRANBERRIES INC)","151 BOULER DR, BREINIGSVILLE,PA 18031","Nitric acid","311421: Fruit and Vegetable Canning","2021","0","7,812.00","","Source Reduction: S25: Other process modifications made - Evaluating project to minimize CIP (cleaning in place) frequency to our current process to an ideal regulated frequency as in our current state, we are conducting more CIPs due to other reasons than what is required.  Other Environmental Practices: AC 55 is a cleaning agent used in sterilization process. Any chemical used in sterilization is washed down from the lines into the drains which then goes into our waste water pre treatment plant. From there the water is neutralized and is then discharged to the POTW.Source Reduction: Evaluating project to minimize CIP (cleaning in place) frequency to our current process to an ideal regulated frequency as in our current state, we are conducting more CIPs due to other reasons than what is required.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1803WCNSPR151BU&ChemicalId=0007697372&ReportingYear=2021&DocCtrlNum=1321219691072&Opt=0"
"1302WCYGML15EAG","CAYUGA MILK INGREDIENTS (NA)","15 EAGLE DR, AUBURN,NY 13021","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2014","0","6,700.00","","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=1302WCYGML15EAG&ChemicalId=N511&ReportingYear=2014&DocCtrlNum=1314212472613&Opt=0"
"54812JRMFD34N7T","JENNIE-O-TURKEY STORE BARRON (HORMEL FOODS CORP)","34 N 7TH ST, BARRON,WI 54812","Ammonia","311615: Poultry Processing","2014","0","6,078.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-15-24%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=54812JRMFD34N7T&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212876344&Opt=0"
"2958WHSFRF1344B","HOUSE OF RAEFORD FARMS INC-HEMINGWAY DIV (NASH JOHNSON & SONS FARMS INC)","1344 BATTERY PARK RD, NESMITH,SC 29580","Ammonia","311615: Poultry Processing","2013","0","6,057.00","","Source Reduction: W19: Other changes in operating practices  Source Reduction: Personnel training","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=2958WHSFRF1344B&ChemicalId=0007664417&ReportingYear=2013&DocCtrlNum=1313211815764&Opt=0"
"98595MRNSS1804N","OCEAN GOLD INC (NA)","1804 N NYHUS ST, WESTPORT,WA 98595","Chlorodifluoromethane (HCFC-22)","311710: Seafood Product Preparation and Packaging","2013","0","6,000.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures - Added manuals for production facility.  Improved recording, added procedures for leak detection and maintenance repair Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Use vendors for overhaul of equipment.   Highland Refrigeration and APEX Refrigeration.  Use vendors regularly for some maintenance work and planning.Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Added Safety and Compliance Manager.   Added new maintenance people and have regularly scheduled meetings to go over proceduresMethods to Identify SR Opportunities: T01 : INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Improved leak detection and did complete overhaul of some of the existing equipment","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=98595MRNSS1804N&ChemicalId=0000075456&ReportingYear=2013&DocCtrlNum=1313211652553&Opt=0"
"98944DRGLD400AL","DARIGOLD - SUNNYSIDE (NORTHWEST DAIRY ASSOC)","400 ALEXANDER RD, SUNNYSIDE,WA 98944","Nitric acid","311513: Cheese Manufacturing","2014","0","5,899.98","","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis[-0-4%]  Source Reduction: Formal improvement program drove efficiencies in Nitric acid usage in the Clean in Place operations.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=98944DRGLD400AL&ChemicalId=0007697372&ReportingYear=2014&DocCtrlNum=1314212942282&Opt=0"
"14203GNRLM54SOU","GENERAL MILLS OPERATIONS INC (GENERAL MILLS OPERATIONS INC)","54 S MICHIGAN AVE, BUFFALO,NY 14203","Sulfuryl fluoride","311211: Flour Milling","2019","0","5,793.00","","Source Reduction: W58: Other process modifications - The cause for the increased use in 2019 is not expected to repeat.  Furthermore, with better awareness of site-wide volumes, the site plans to leverage other sanitation methods to limit use. Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - A single point of contact was identified to manage total site use.   Other Environmental Practices: General Environmental Management  - Single point of contact yields optimal visibility to total site release potential.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=14203GNRLM54SOU&ChemicalId=0002699798&ReportingYear=2019&DocCtrlNum=1319218269660&Opt=0"
"64801THPLL3007S","GENERAL  MILLS (GENERAL MILLS INC)","3007 STEPHENS BLVD, JOPLIN,MO 64804","Ammonia","311412: Frozen Specialty Food Manufacturing","2016","0","5,615.00","","Source Reduction: W19: Other changes in operating practices - Audit recommendation to look at operating set points of all 3 engine room systems. Methods to Identify SR Opportunities: T01 : INTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Internal 3 year PSM audit and ammonia system audit were completed to help improve system efficiency and reliability.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=64801THPLL3007S&ChemicalId=0007664417&ReportingYear=2016&DocCtrlNum=1316215724459&Opt=0"
"50664WPSVL30010","WAPSIE VALLEY CREAMERY INC. (NA)","300 - 10TH ST. NE, INDEPENDENCE,IA 50644","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311513: Cheese Manufacturing","2013","0","5,453.90","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W19: Other changes in operating practicesSource Reduction: W29: Other changes in inventory control  Source Reduction: Used less Nitric Acid in our production.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=50664WPSVL30010&ChemicalId=N511&ReportingYear=2013&DocCtrlNum=1313211588153&Opt=0"
"93454LPCFD732SH","THE PICTSWEET CO - SANTA MARIA CA PLANT (NA)","732 S HANSON WAY, SANTA MARIA,CA 93458","Ammonia","311411: Frozen Fruit, Juice, and Vegetable Manufacturing","2014","0","5,300.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=93454LPCFD732SH&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212459477&Opt=0"
"67501JCKSN2600E","JACKSON DAIRY (THE KROGER CO)","2600 E 4TH AVE, HUTCHINSON,KS 67501","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2014","0","4,700.20","","Source Reduction: W58: Other process modifications","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=67501JCKSN2600E&ChemicalId=N511&ReportingYear=2014&DocCtrlNum=1314212985903&Opt=0"
"58206NRTHD1823M","NORTH DAKOTA MILL (NA)","1823 MILL RD, GRAND FORKS,ND 58203","Bromomethane","311211: Flour Milling","2013","0","4,700.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W52: Modified equipment, layout, or piping  Source Reduction: A plant heat treating system has allowed a reduction in the use of chemicals for pest control in our facility.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=58206NRTHD1823M&ChemicalId=0000074839&ReportingYear=2013&DocCtrlNum=1313211805775&Opt=0"
"68131RBRTS2901C","HILAND DAIRY CO (NA)","2901 CUMING ST, OMAHA,NE 68131","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2013","0","4,649.10","","Source Reduction: W52: Modified equipment, layout, or pipingSource Reduction: W68: Improved rinse equipment operation","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=68131RBRTS2901C&ChemicalId=N511&ReportingYear=2013&DocCtrlNum=1313211112281&Opt=0"
"98848LMBWS1005E","LAMB WESTON INC (LAMB WESTON INC)","1005 E ST SW, QUINCY,WA 98848","Ammonia","311411: Frozen Fruit, Juice, and Vegetable Manufacturing","2021","0","4,285.00","","Source Reduction: S41: Improved scheduling, record keeping, or procedures for operations, cleaning, and maintenance","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=98848LMBWS1005E&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321220586592&Opt=0"
"55901STFFR24027","KERRY INGREDIENTS & FLAVOURS INC. (KERRY INC)","2402 7TH ST NW, ROCHESTER,MN 55901","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2014","0","3,728.14","","Source Reduction: W68: Improved rinse equipment operation","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=55901STFFR24027&ChemicalId=N511&ReportingYear=2014&DocCtrlNum=1314215414044&Opt=0"
"64128FRMNT3805V","HILAND DAIRY CO (PRAIRIE FARMS DAIRY INC)","3805 EMANUEL CLEAVER BLVD, KANSAS CITY,MO 64128","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2013","0","3,726.10","","Source Reduction: We changed the chemicals used to clean lines, fillers and vessels.  This caused a change in the disposal to the POTW this year.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=64128FRMNT3805V&ChemicalId=N511&ReportingYear=2013&DocCtrlNum=1313211257353&Opt=0"
"29342STFFRHIGHW","NESTLE USA INC. (NESTLE USA INC)","2132 OLD GEORGIA HWY, GAFFNEY,SC 29341","Ammonia","311412: Frozen Specialty Food Manufacturing","2015","0","3,403.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=29342STFFRHIGHW&ChemicalId=0007664417&ReportingYear=2015&DocCtrlNum=1315214103273&Opt=0"
"62301MRMNM1000N","ADM ANIMAL NUTRITION INC (ARCHER DANIELS MIDLAND CO)","1000 N 30TH STREET, QUINCY,IL 62305","Manganese compounds","311119: Other Animal Food Manufacturing","2021","0","3,400.62","","Source Reduction: S41: Improved scheduling, record keeping, or procedures for operations, cleaning, and maintenance","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=62301MRMNM1000N&ChemicalId=N450&ReportingYear=2021&DocCtrlNum=1321220336022&Opt=0"
"99692NSNCXPOUCH","UNISEA INC. (NISSUI USA)","88 SALMON WAY, DUTCH HARBOR,AK 99692","Ammonia","311710: Seafood Product Preparation and Packaging","2013","0","3,381.67","","Source Reduction: UniSea has established preventive maintenance and inspection procedures to all covered process to prevent equipment failure and incidental release of Ammonia.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=99692NSNCXPOUCH&ChemicalId=0007664417&ReportingYear=2013&DocCtrlNum=1313211108547&Opt=0"
"5635WPRLNT11EAS","PROLIANT DAIRY INGREDIENTS (LAURIDSEN GROUP INC)","1010 EAST KRAFT DRIVE, MELROSE,MN 56352","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311513: Cheese Manufacturing","2015","0","3,279.80","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures - W-13 Increased production time between sanitation cycles to reduce the number of cycles per week. This reduced the amount of nitric acid used and the nitrates produced. Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - T-04 team approach to look for ways to reduce the amount of nitric acid used in sanitation.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=5635WPRLNT11EAS&ChemicalId=N511&ReportingYear=2015&DocCtrlNum=1315213570664&Opt=0"
"62301MRMNM1000N","ADM ANIMAL NUTRITION INC (ARCHER DANIELS MIDLAND CO)","1000 N 30TH STREET, QUINCY,IL 62305","Zinc compounds","311119: Other Animal Food Manufacturing","2021","0","3,077.09","","Source Reduction: S41: Improved scheduling, record keeping, or procedures for operations, cleaning, and maintenance","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=62301MRMNM1000N&ChemicalId=N982&ReportingYear=2021&DocCtrlNum=1321220336034&Opt=0"
"51031WLLSD1212N","WELLS ENTERPRISES INC NORTH ICE CREAM PLANT (WELLS ENTERPRISES INC)","121 SECOND AVE SE, LE MARS,IA 51031","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311520: Ice Cream and Frozen Dessert Manufacturing","2015","0","3,001.90","","Source Reduction: W58: Other process modifications[-0-4%] Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Water Softening capabilities reducing the quantities of sanitation chemicals","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=51031WLLSD1212N&ChemicalId=N511&ReportingYear=2015&DocCtrlNum=1315214135295&Opt=0"
"46268FLSCH4300W","CONAGRA FOODS INC (CONAGRA FOODS INC)","4300 W 62ND ST, INDIANAPOLIS,IN 46268","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311512: Creamery Butter Manufacturing","2014","0","3,000.00","","Source Reduction: W71: Other cleaning and degreasing modifications  Source Reduction: Source Reduction  - clean up cycles reduced resulting in reduced chemical use and nitrate production","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=46268FLSCH4300W&ChemicalId=N511&ReportingYear=2014&DocCtrlNum=1314212503522&Opt=0"
"35150FLVRC423NN","BLUE BELL- SYLACAUGA PLANT (BLUE BELL CREAMERIES LP)","423 N NORTON AVE, SYLACAUGA,AL 35150","Ammonia","311520: Ice Cream and Frozen Dessert Manufacturing","2021","0","2,933.82","","Source Reduction: S24: Modified or updated equipment or layout - More efficient equipment has been installed that uses less volume of ammonia to accomplish the same cooling capacity.  Source Reduction: More efficient equipment has been installed that uses less volume of ammonia to accomplish the same cooling capacity.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=35150FLVRC423NN&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321219684913&Opt=0"
"48150MBSTN31770","COUNTRY FRESH LLC (DEAN FOODS CO)","31770 ENTERPRISE DR, LIVONIA,MI 48150","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2015","0","2,811.90","","Source Reduction: W58: Other process modifications[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=48150MBSTN31770&ChemicalId=N511&ReportingYear=2015&DocCtrlNum=1315213593888&Opt=0"
"9853WNTNLF436NW","NATIONAL FROZEN FOODS CORP-PROCESSING (NA)","436 NW STATE AVE, CHEHALIS,WA 98532","Ammonia","311411: Frozen Fruit, Juice, and Vegetable Manufacturing","2016","0","2,800.00","","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures - We have new SOPs for oil draining Methods to Identify SR Opportunities: T05 : EMPLOYEE RECOMMENDATION (INDEPENDENT OF A FORMAL COMPANY PROGRAM) - New SOPs","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=9853WNTNLF436NW&ChemicalId=0007664417&ReportingYear=2016&DocCtrlNum=1316215171087&Opt=0"
"60629NBSCB7300S","MONDELEZ GLOBAL LLC (MONDELEZ INTERNATIONAL INC)","7300 S KEDZIE AVE, CHICAGO,IL 60629","Ammonia","311821: Cookie and Cracker Manufacturing","2021","0","2,793.00","","Source Reduction: S33: Improved containment or material handling operations - Reduction in Inventory levels with the concept of on time delivery, usage and demand. Methods to Identify SR Opportunities: T03 : MATERIALS BALANCE AUDITS - Monthly inventory reconciliationMethods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Logistic team working directly with the Vendor on inventory count and new purchase orders.   Source Reduction: Reduction in Inventory levels with the concept of on time delivery, usage and demand.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=60629NBSCB7300S&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321219681893&Opt=0"
"55901STFFR24027","KERRY INGREDIENTS & FLAVOURS INC. (KERRY INC)","2402 7TH ST NW, ROCHESTER,MN 55901","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2015","0","2,633.90","","Source Reduction: W42: Substituted raw materials[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=55901STFFR24027&ChemicalId=N511&ReportingYear=2015&DocCtrlNum=1315217700160&Opt=0"
"60142DNFDS11713","DEAN DAIRY HOLDINGS LLC (DEAN FOODS CO)","11713 MILL ST, HUNTLEY,IL 60142","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2015","0","2,603.20","","Source Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sourcesSource Reduction: W39: Other spill or leak preventionSource Reduction: W54: Instituted better controls on operating bulk containers to minimize discarding","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=60142DNFDS11713&ChemicalId=N511&ReportingYear=2015&DocCtrlNum=1315213643214&Opt=0"
"62301MRMNM1000N","ADM ANIMAL NUTRITION INC (ARCHER DANIELS MIDLAND CO)","1000 N 30TH STREET, QUINCY,IL 62305","Zinc (fume or dust)","311119: Other Animal Food Manufacturing","2021","0","2,228.00","","Source Reduction: S41: Improved scheduling, record keeping, or procedures for operations, cleaning, and maintenance","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=62301MRMNM1000N&ChemicalId=0007440666&ReportingYear=2021&DocCtrlNum=1321220336046&Opt=0"
"08810NTRNT150DO","INTERNATIONAL FLAVORS & FRAGRANCES INC (INTERNATIONAL FLAVORS & FRAGRANCES INC)","150 DOCKS CORNER RD, DAYTON,NJ 08810","Cyclohexane","311930: Flavoring Syrup and Concentrate Manufacturing","2021","0","2,114.00","","Source Reduction: S21: Optimized process conditions to increase efficiency","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=08810NTRNT150DO&ChemicalId=0000110827&ReportingYear=2021&DocCtrlNum=1321220493910&Opt=0"
"39208TRDTN100VA","TRADITIONS MEAL SOLUTIONS (ELIOR NA)","100 VALLEY DR, PEARL,MS 39208","Ammonia","311412: Frozen Specialty Food Manufacturing","2021","0","2,000.00","","Source Reduction: S24: Modified or updated equipment or layout - New liquid ammonia pumps.  Source Reduction: New liquid ammonia pumps.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=39208TRDTN100VA&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321220608590&Opt=0"
"95351FSTRF415KA","CRYSTAL CREAMERY INC. (CRYSTAL CREAMERY INC.)","415 KANSAS AVE, MODESTO,CA 95351","Peracetic acid","311511: Fluid Milk Manufacturing","2016","0","1,927.80","","Source Reduction: W89: Other product modifications[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95351FSTRF415KA&ChemicalId=0000079210&ReportingYear=2016&DocCtrlNum=1316215662836&Opt=0"
"6661WMRSCH1MARS","MARS WRIGLEY (MARS WRIGLEY)","100 MARS BLVD, TOPEKA,KS 66619","Ammonia","311352: Confectionery Manufacturing from Purchased Chocolate","2021","0","1,900.00","","Source Reduction: S05: Modified content, grade, or purity of a chemical input[-50-99%] - Central Utilities Group switched ammonia compressor oil from Frick 11 to Frick 3 to reduce amount of ammonia present in recycled oil.  Source Reduction: Central Utilities Group switched ammonia compressor oil from Frick 11 to Frick 3 to reduce amount of ammonia present in recycled oil.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=6661WMRSCH1MARS&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321220170462&Opt=0"
"2343WSMTHF51NCH","SMITHFIELD FRESH MEATS CORP (UNITED GLOBAL FOODS US HOLDINGS INC)","501 N CHURCH ST, SMITHFIELD,VA 23430","Ammonia","311119: Other Animal Food Manufacturing","2021","0","1,846.24","","Source Reduction: S25: Other process modifications made[-100%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=2343WSMTHF51NCH&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321219670229&Opt=0"
"5103WPRRSN22234","PRAIRIE SUN FOODS LLC (NA)","22058 K42, MERRILL,IA 51038","n-Hexane","311225: Fats and Oils Refining and Blending","2015","0","1,829.10","","Source Reduction: W52: Modified equipment, layout, or piping[-15-24%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=5103WPRRSN22234&ChemicalId=0000110543&ReportingYear=2015&DocCtrlNum=1315214327049&Opt=0"
